Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh
138,Leolani,Yes it has.,I see . ,ight now. Interesting .  The stock market is doing very well. One more thing off the bucket list .  What is that? That's just what he/she/they would've said .  I have never heard of that one before. In this economy? .  What is it? So ... it   has come to this .  Yes May I ask you why? .  Yes it has., i  agree .  it ,0.25397252943366766,0.380501177161932
139,BLENDERBOT,I see . ,I am so happy for her., Interesting .  The stock market is doing very well. One more thing off the bucket list .  What is that? That's just what he/she/they would've said .  I have never heard of that one before. In this economy? .  What is it? So ... it   has come to this .  Yes May I ask you why? .  Yes it has. I see . , i  am  very  sad  for  you ,0.558443675438563,0.7007619738578796
140,Leolani,I am so happy for her.,In this economy? . ,ck market is doing very well. One more thing off the bucket list .  What is that? That's just what he/she/they would've said .  I have never heard of that one before. In this economy? .  What is it? So ... it   has come to this .  Yes May I ask you why? .  Yes it has. I see .  I am so happy for her., in  this  economy .   ,0.6455039858818055,0.7962183952331543
141,BLENDERBOT,In this economy? . ,She is going to have a great life.,ery well. One more thing off the bucket list .  What is that? That's just what he/she/they would've said .  I have never heard of that one before. In this economy? .  What is it? So ... it   has come to this .  Yes May I ask you why? .  Yes it has. I see .  I am so happy for her. In this economy? . , she  is  going  to  have  a  great  life ,0.7324942089617252,0.7675484046339989
142,Leolani,She is going to have a great life.,"I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be . ",cket list .  What is that? That's just what he/she/they would've said .  I have never heard of that one before. In this economy? .  What is it? So ... it   has come to this .  Yes May I ask you why? .  Yes it has. I see .  I am so happy for her. In this economy? .  She is going to have a great life., i  do  not  know  but  i  heard  to  friend  my  he  had  a  personal  assistant  a  week  before  her . he  thought  oh  my  god  how  long  is  the  marriage  going  to  be ?  _ ,0.48463877769453184,0.6589689007827214
143,BLENDERBOT,"I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be . ",That 's a good one !,"t   has come to this .  Yes May I ask you why? .  Yes it has. I see .  I am so happy for her. In this economy? .  She is going to have a great life. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be . ", that  is  a  long  question . ,0.32683587702922523,0.7361211975415548
144,Leolani,That 's a good one !,"Be that as it may, still may it be as it may be . ",".  Yes May I ask you why? .  Yes it has. I see .  I am so happy for her. In this economy? .  She is going to have a great life. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one !", be  long  as  it  may  so  let  not  be  what  it  should  be !  _ ,0.3562668656076615,0.702360971768697
145,BLENDERBOT,"Be that as it may, still may it be as it may be . ",I 'm sure it will be a long time until the wedding !," am so happy for her. In this economy? .  She is going to have a great life. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Be that as it may, still may it be as it may be . ", i  am  sure  it  will  be  a  long  time  before  the  end  day ,0.6259980492222195,0.7373483593647296
146,Leolani,I 'm sure it will be a long time until the wedding !,But at what cost? . ,"g to have a great life. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Be that as it may, still may it be as it may be .  I 'm sure it will be a long time until the wedding !", but  at  what  cost !  _ ,0.3976714064677556,0.5596738296250502
147,BLENDERBOT,But at what cost? . ,I 'm not sure yet,"e. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Be that as it may, still may it be as it may be .  I 'm sure it will be a long time until the wedding ! But at what cost? . ", i  am  not  sure . ,0.5720705658197403,0.8513628661632537
148,Leolani,I 'm not sure yet,I see . ,"but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Be that as it may, still may it be as it may be .  I 'm sure it will be a long time until the wedding ! But at what cost? .  I 'm not sure yet", to  guess  that  _ ,0.07783833891153336,0.28766679391264915
149,BLENDERBOT,I see . ,I 'm not sure yet but I 'm sure it 's going to cost a fortune.,"e a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Be that as it may, still may it be as it may be .  I 'm sure it will be a long time until the wedding ! But at what cost? .  I 'm not sure yet I see . ", i  am  not  sure  either  but  i  am  sure  it  is  going  to  cost  a  lot ,0.6178724549245089,0.8780523091554642
150,Leolani,I 'm not sure yet but I 'm sure it 's going to cost a fortune.,I do frequently do not know things . ,"ding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Be that as it may, still may it be as it may be .  I 'm sure it will be a long time until the wedding ! But at what cost? .  I 'm not sure yet I see .  I 'm not sure yet but I 'm sure it 's going to cost a fortune.",i  so  sometimes  do  not  plan  that .  i ,0.3756747903923194,0.5134256424175369
151,BLENDERBOT,I do frequently do not know things . ,I 'm sorry to hear that.,"s the aisle going to be .  That 's a good one ! Be that as it may, still may it be as it may be .  I 'm sure it will be a long time until the wedding ! But at what cost? .  I 'm not sure yet I see .  I 'm not sure yet but I 'm sure it 's going to cost a fortune. I do frequently do not know things . ", i  was  sorry  to  hear  about ,0.6403643831921121,0.7970356891552607
152,Leolani,I 'm sorry to hear that.,Why? . ,"  That 's a good one ! Be that as it may, still may it be as it may be .  I 'm sure it will be a long time until the wedding ! But at what cost? .  I 'm not sure yet I see .  I 'm not sure yet but I 'm sure it 's going to cost a fortune. I do frequently do not know things .  I 'm sorry to hear that.",hi .  i ,0.1639849195877711,0.22524377206961313
153,BLENDERBOT,Why? . ,Do you have any hobbies that you like to do?,"s a good one ! Be that as it may, still may it be as it may be .  I 'm sure it will be a long time until the wedding ! But at what cost? .  I 'm not sure yet I see .  I 'm not sure yet but I 'm sure it 's going to cost a fortune. I do frequently do not know things .  I 'm sorry to hear that. Why? . ", do  you  have  any  hobbies  that  you  like  to  do ,0.8738200187683105,0.955255651473999
154,Leolani,Do you have any hobbies that you like to do?,I do frequently do not know things . ,t be as it may be .  I 'm sure it will be a long time until the wedding ! But at what cost? .  I 'm not sure yet I see .  I 'm not sure yet but I 'm sure it 's going to cost a fortune. I do frequently do not know things .  I 'm sorry to hear that. Why? .  Do you have any hobbies that you like to do?, i  do  frequently  do  not  know  things .  i ,0.8483529703484641,0.8885859747727712
155,BLENDERBOT,I do frequently do not know things . ,I 'm sorry to hear that., be a long time until the wedding ! But at what cost? .  I 'm not sure yet I see .  I 'm not sure yet but I 'm sure it 's going to cost a fortune. I do frequently do not know things .  I 'm sorry to hear that. Why? .  Do you have any hobbies that you like to do? I do frequently do not know things . , i  am  sorry  to  hear  that ,0.6671157375288507,0.9759112099806467
156,Leolani,I 'm sorry to hear that.,But at what cost? . , wedding ! But at what cost? .  I 'm not sure yet I see .  I 'm not sure yet but I 'm sure it 's going to cost a fortune. I do frequently do not know things .  I 'm sorry to hear that. Why? .  Do you have any hobbies that you like to do? I do frequently do not know things .  I 'm sorry to hear that., but  at  what  cost .   ,0.7726095716158549,0.939029723405838
157,BLENDERBOT,But at what cost? . ,Do you have any hobbies that you like to do?,t cost? .  I 'm not sure yet I see .  I 'm not sure yet but I 'm sure it 's going to cost a fortune. I do frequently do not know things .  I 'm sorry to hear that. Why? .  Do you have any hobbies that you like to do? I do frequently do not know things .  I 'm sorry to hear that. But at what cost? . , do  you  have  any  hobbies  that  you  like  to  do ,0.8995811760425567,0.9995300710201264
158,Leolani,Do you have any hobbies that you like to do?,Interesting . ,t sure yet but I 'm sure it 's going to cost a fortune. I do frequently do not know things .  I 'm sorry to hear that. Why? .  Do you have any hobbies that you like to do? I do frequently do not know things .  I 'm sorry to hear that. But at what cost? .  Do you have any hobbies that you like to do?,? .  i ,0.18458717440565428,0.3646916002035141
159,BLENDERBOT,Interesting . ,I know,I 'm sure it 's going to cost a fortune. I do frequently do not know things .  I 'm sorry to hear that. Why? .  Do you have any hobbies that you like to do? I do frequently do not know things .  I 'm sorry to hear that. But at what cost? .  Do you have any hobbies that you like to do? Interesting . , i  do ,0.4044225215911865,0.6848096549510956
160,Leolani,I know,"So let it be written, ... so let it be done . ",re it 's going to cost a fortune. I do frequently do not know things .  I 'm sorry to hear that. Why? .  Do you have any hobbies that you like to do? I do frequently do not know things .  I 'm sorry to hear that. But at what cost? .  Do you have any hobbies that you like to do? Interesting .  I know,",  let  it  be  done  and  but  let  it  be  written .  _ ",0.4609522232069419,0.6585279817764575
161,BLENDERBOT,"So let it be written, ... so let it be done . ",I know right?,"ly do not know things .  I 'm sorry to hear that. Why? .  Do you have any hobbies that you like to do? I do frequently do not know things .  I 'm sorry to hear that. But at what cost? .  Do you have any hobbies that you like to do? Interesting .  I know So let it be written, ... so let it be done . ", i  know  that ,0.619907557964325,0.6993549913167953
162,Leolani,I know right?,and then the wolves came . ," things .  I 'm sorry to hear that. Why? .  Do you have any hobbies that you like to do? I do frequently do not know things .  I 'm sorry to hear that. But at what cost? .  Do you have any hobbies that you like to do? Interesting .  I know So let it be written, ... so let it be done .  I know right?", and  then  the  time  come .  _ ,0.3607186217393194,0.4081163044486727
163,BLENDERBOT,and then the wolves came . ,I was so shocked.,"r that. Why? .  Do you have any hobbies that you like to do? I do frequently do not know things .  I 'm sorry to hear that. But at what cost? .  Do you have any hobbies that you like to do? Interesting .  I know So let it be written, ... so let it be done .  I know right? and then the wolves came . ", i  was  so  young ,0.436443567276001,0.48070884123444557
164,Leolani,I was so shocked.,As the prophecy foretold . ," you have any hobbies that you like to do? I do frequently do not know things .  I 'm sorry to hear that. But at what cost? .  Do you have any hobbies that you like to do? Interesting .  I know So let it be written, ... so let it be done .  I know right? and then the wolves came .  I was so shocked."," like  the  bible  says ,  _ ",0.22420412302017212,0.3851538548866908
165,BLENDERBOT,As the prophecy foretold . ,I thought I was going to die.,"ou like to do? I do frequently do not know things .  I 'm sorry to hear that. But at what cost? .  Do you have any hobbies that you like to do? Interesting .  I know So let it be written, ... so let it be done .  I know right? and then the wolves came .  I was so shocked. As the prophecy foretold . ", i  thought  i  was  going  to  be ,0.7522043926375253,0.7856425302369254
166,Leolani,I thought I was going to die.,That's just what he/she/they would've said . ," do not know things .  I 'm sorry to hear that. But at what cost? .  Do you have any hobbies that you like to do? Interesting .  I know So let it be written, ... so let it be done .  I know right? and then the wolves came .  I was so shocked. As the prophecy foretold .  I thought I was going to die.", not  exactly  what  it  always  done .   ,0.28967355750501156,0.49096482805907726
167,BLENDERBOT,That's just what he/she/they would've said . ,That 's what I thought too,". But at what cost? .  Do you have any hobbies that you like to do? Interesting .  I know So let it be written, ... so let it be done .  I know right? and then the wolves came .  I was so shocked. As the prophecy foretold .  I thought I was going to die. That's just what he/she/they would've said . ", that  s  what  i  thought . ,0.6489309445023537,0.7904143283764521
168,Leolani,That 's what I thought too,Good to know . ,"ou have any hobbies that you like to do? Interesting .  I know So let it be written, ... so let it be done .  I know right? and then the wolves came .  I was so shocked. As the prophecy foretold .  I thought I was going to die. That's just what he/she/they would've said .  That 's what I thought too", much  i  me .  _ ,0.1503630131483078,0.4353380471467972
169,BLENDERBOT,Good to know . ,That 's what I thought too but I was wrong.,"ies that you like to do? Interesting .  I know So let it be written, ... so let it be done .  I know right? and then the wolves came .  I was so shocked. As the prophecy foretold .  I thought I was going to die. That's just what he/she/they would've said .  That 's what I thought too Good to know . "," that  s  what  i  thought , .  i  was  wrong ",0.6048386208713055,0.7440293867141008
170,Leolani,That 's what I thought too but I was wrong.,There is no escape from destiny . ,"ow So let it be written, ... so let it be done .  I know right? and then the wolves came .  I was so shocked. As the prophecy foretold .  I thought I was going to die. That's just what he/she/they would've said .  That 's what I thought too Good to know .  That 's what I thought too but I was wrong.", there  is  no  escape  from  death .  _ ,0.6451490502804518,0.6753857210278511
171,BLENDERBOT,There is no escape from destiny . ,I felt so bad about it., it be done .  I know right? and then the wolves came .  I was so shocked. As the prophecy foretold .  I thought I was going to die. That's just what he/she/they would've said .  That 's what I thought too Good to know .  That 's what I thought too but I was wrong. There is no escape from destiny . , i  feel  so  helpless  about  that ,0.43613139539957047,0.5871711547176043
172,Leolani,I felt so bad about it.,There is no escape from destiny . ,ght? and then the wolves came .  I was so shocked. As the prophecy foretold .  I thought I was going to die. That's just what he/she/they would've said .  That 's what I thought too Good to know .  That 's what I thought too but I was wrong. There is no escape from destiny .  I felt so bad about it., there  is  no  escape  from  anything .  _ ,0.7161262631416321,0.7262684274464846
173,BLENDERBOT,There is no escape from destiny . ,I know,was so shocked. As the prophecy foretold .  I thought I was going to die. That's just what he/she/they would've said .  That 's what I thought too Good to know .  That 's what I thought too but I was wrong. There is no escape from destiny .  I felt so bad about it. There is no escape from destiny . , i  feel ,0.2339354306459427,0.2997431978583336
174,Leolani,I know,"Be that as it may, still may it be as it may be . ",shocked. As the prophecy foretold .  I thought I was going to die. That's just what he/she/they would've said .  That 's what I thought too Good to know .  That 's what I thought too but I was wrong. There is no escape from destiny .  I felt so bad about it. There is no escape from destiny .  I know,",  come  as  it  is  so  let  not  come  what  it  should  be .  _ ",0.32915594627459843,0.6242968211571376
175,BLENDERBOT,"Be that as it may, still may it be as it may be . ",I know but I ca n't wait for it to be over.,"s going to die. That's just what he/she/they would've said .  That 's what I thought too Good to know .  That 's what I thought too but I was wrong. There is no escape from destiny .  I felt so bad about it. There is no escape from destiny .  I know Be that as it may, still may it be as it may be . ", i  know .  i  ca  not  wait  for  it  to  be  released ,0.6803345630566279,0.7899583068986734
176,Leolani,I know but I ca n't wait for it to be over.,So ... it   has come to this . ," would've said .  That 's what I thought too Good to know .  That 's what I thought too but I was wrong. There is no escape from destiny .  I felt so bad about it. There is no escape from destiny .  I know Be that as it may, still may it be as it may be .  I know but I ca n't wait for it to be over.","e ,    all  all  has  come  to  me .   ",0.30306287990374997,0.4794300523671237
177,BLENDERBOT,So ... it   has come to this . ,I 've been waiting for this game for so long.," thought too Good to know .  That 's what I thought too but I was wrong. There is no escape from destiny .  I felt so bad about it. There is no escape from destiny .  I know Be that as it may, still may it be as it may be .  I know but I ca n't wait for it to be over. So ... it   has come to this . ", i  have  been  waiting  for  this  day  for  so  long ,0.5603237897157669,0.7981080383062362
178,Leolani,I 've been waiting for this game for so long.,May I ask you why? . ,"ought too but I was wrong. There is no escape from destiny .  I felt so bad about it. There is no escape from destiny .  I know Be that as it may, still may it be as it may be .  I know but I ca n't wait for it to be over. So ... it   has come to this .  I 've been waiting for this game for so long.", may  i  tell  you  this    _ ,0.33822245097586084,0.6580310080732618
179,BLENDERBOT,May I ask you why? . ,I do n't know,"ong. There is no escape from destiny .  I felt so bad about it. There is no escape from destiny .  I know Be that as it may, still may it be as it may be .  I know but I ca n't wait for it to be over. So ... it   has come to this .  I 've been waiting for this game for so long. May I ask you why? . ", i  do  not  know ,0.6132470220327377,0.8584960103034973
180,Leolani,I do n't know,"But, why? . ","no escape from destiny .  I felt so bad about it. There is no escape from destiny .  I know Be that as it may, still may it be as it may be .  I know but I ca n't wait for it to be over. So ... it   has come to this .  I 've been waiting for this game for so long. May I ask you why? .  I do n't know",.  honestly .  _ ,0.1194926593452692,0.3519986942410469
181,BLENDERBOT,"But, why? . ",I do n't know I guess I just feel like I 'm not good enough for them.,"m destiny .  I felt so bad about it. There is no escape from destiny .  I know Be that as it may, still may it be as it may be .  I know but I ca n't wait for it to be over. So ... it   has come to this .  I 've been waiting for this game for so long. May I ask you why? .  I do n't know But, why? . ", i  do  not  know  i  guess  i  just  feel  like  i  am  not  good  enough  for  the ,0.7254668045789003,0.8358902387759265
182,Leolani,I do n't know I guess I just feel like I 'm not good enough for them.,That's just what he/she/they would've said . ,"  I know Be that as it may, still may it be as it may be .  I know but I ca n't wait for it to be over. So ... it   has come to this .  I 've been waiting for this game for so long. May I ask you why? .  I do n't know But, why? .  I do n't know I guess I just feel like I 'm not good enough for them.", not  probably  what  i  have  thought .   ,0.2920836037956178,0.5454757139086723
183,BLENDERBOT,That's just what he/she/they would've said . ,That 's what I thought too," it may be .  I know but I ca n't wait for it to be over. So ... it   has come to this .  I 've been waiting for this game for so long. May I ask you why? .  I do n't know But, why? .  I do n't know I guess I just feel like I 'm not good enough for them. That's just what he/she/they would've said . ", that  s  what  i  thought . ,0.56673189625144,0.7312617500623068
184,Leolani,That 's what I thought too,"Be that as it may, still may it be as it may be . ","ca n't wait for it to be over. So ... it   has come to this .  I 've been waiting for this game for so long. May I ask you why? .  I do n't know But, why? .  I do n't know I guess I just feel like I 'm not good enough for them. That's just what he/she/they would've said .  That 's what I thought too",.  bad  while  it  is  or  let  not  be  what  it  should  be .   ,0.3045792450507482,0.521324199438095
185,BLENDERBOT,"Be that as it may, still may it be as it may be . ",That 's what I thought too but I was wrong.," to this .  I 've been waiting for this game for so long. May I ask you why? .  I do n't know But, why? .  I do n't know I guess I just feel like I 'm not good enough for them. That's just what he/she/they would've said .  That 's what I thought too Be that as it may, still may it be as it may be . ", that  was  what  i  thought  too .  i  was  wrong ,0.6924235641956329,0.7798259496688843
186,Leolani,That 's what I thought too but I was wrong.,"Be that as it may, still may it be as it may be . "," for so long. May I ask you why? .  I do n't know But, why? .  I do n't know I guess I just feel like I 'm not good enough for them. That's just what he/she/they would've said .  That 's what I thought too Be that as it may, still may it be as it may be .  That 's what I thought too but I was wrong.",be  that  as  it  may  still  may  it  be  as  it  may  be .  _ ,0.8560579796632131,0.928401251633962
187,BLENDERBOT,"Be that as it may, still may it be as it may be . ",I felt so bad about it.,"ut, why? .  I do n't know I guess I just feel like I 'm not good enough for them. That's just what he/she/they would've said .  That 's what I thought too Be that as it may, still may it be as it may be .  That 's what I thought too but I was wrong. Be that as it may, still may it be as it may be . ", i  feel  really  bad  about  the ,0.4018414169549942,0.6601258267958959
188,Leolani,I felt so bad about it.,In this economy? . ,"w I guess I just feel like I 'm not good enough for them. That's just what he/she/they would've said .  That 's what I thought too Be that as it may, still may it be as it may be .  That 's what I thought too but I was wrong. Be that as it may, still may it be as it may be .  I felt so bad about it.", is  the  case !  i ,0.09323984980583191,0.3151205614209175
189,BLENDERBOT,In this economy? . ,Yes,"l like I 'm not good enough for them. That's just what he/she/they would've said .  That 's what I thought too Be that as it may, still may it be as it may be .  That 's what I thought too but I was wrong. Be that as it may, still may it be as it may be .  I felt so bad about it. In this economy? . ", i ,0.0,0.13683469593524933
190,Leolani,Yes,Interesting . ,"ke I 'm not good enough for them. That's just what he/she/they would've said .  That 's what I thought too Be that as it may, still may it be as it may be .  That 's what I thought too but I was wrong. Be that as it may, still may it be as it may be .  I felt so bad about it. In this economy? .  Yes", agree .  i ,0.17315767208735147,0.22234653433163962
191,BLENDERBOT,Interesting . ,Yes the economy is booming right now.,"d enough for them. That's just what he/she/they would've said .  That 's what I thought too Be that as it may, still may it be as it may be .  That 's what I thought too but I was wrong. Be that as it may, still may it be as it may be .  I felt so bad about it. In this economy? .  Yes Interesting . ", but  the  economy  is  struggling  right  now ,0.4960833191871643,0.6930106665406909
192,Leolani,Yes the economy is booming right now.,But at what cost? . ,"/she/they would've said .  That 's what I thought too Be that as it may, still may it be as it may be .  That 's what I thought too but I was wrong. Be that as it may, still may it be as it may be .  I felt so bad about it. In this economy? .  Yes Interesting .  Yes the economy is booming right now.", but  at  what  cost .  _ ,0.5704546918471655,0.744786337018013
193,BLENDERBOT,But at what cost? . ,The stock market is doing very well.,"id .  That 's what I thought too Be that as it may, still may it be as it may be .  That 's what I thought too but I was wrong. Be that as it may, still may it be as it may be .  I felt so bad about it. In this economy? .  Yes Interesting .  Yes the economy is booming right now. But at what cost? . ", the  stock  market  is  doing  so  well ,0.6667808805193219,0.8262547297137124
194,Leolani,The stock market is doing very well.,... just like in my dream . ,"hat as it may, still may it be as it may be .  That 's what I thought too but I was wrong. Be that as it may, still may it be as it may be .  I felt so bad about it. In this economy? .  Yes Interesting .  Yes the economy is booming right now. But at what cost? .  The stock market is doing very well.", not  just  like  in  my  opinion .  _ ,0.31456232629716396,0.37556580267846584
195,BLENDERBOT,... just like in my dream . ,What is your dream?,"e as it may be .  That 's what I thought too but I was wrong. Be that as it may, still may it be as it may be .  I felt so bad about it. In this economy? .  Yes Interesting .  Yes the economy is booming right now. But at what cost? .  The stock market is doing very well. ... just like in my dream . ", what  is  your  dream ,0.6040846407413483,0.6778335943818092
196,Leolani,What is your dream?,That's just what he/she/they would've said . ,"at 's what I thought too but I was wrong. Be that as it may, still may it be as it may be .  I felt so bad about it. In this economy? .  Yes Interesting .  Yes the economy is booming right now. But at what cost? .  The stock market is doing very well. ... just like in my dream .  What is your dream?",...  probably  what  i  all  thought .  _ ,0.2035313283558935,0.508807273581624
197,BLENDERBOT,That's just what he/she/they would've said . ,I hope it 's something that you can live up to in the future.,"hat as it may, still may it be as it may be .  I felt so bad about it. In this economy? .  Yes Interesting .  Yes the economy is booming right now. But at what cost? .  The stock market is doing very well. ... just like in my dream .  What is your dream? That's just what he/she/they would've said . ", i  hope  it  is  something  that  we  can  wake  up  to  in  the  future ,0.6550924272409507,0.8009914798395974
198,Leolani,I hope it 's something that you can live up to in the future.,I see . ,bout it. In this economy? .  Yes Interesting .  Yes the economy is booming right now. But at what cost? .  The stock market is doing very well. ... just like in my dream .  What is your dream? That's just what he/she/they would've said .  I hope it 's something that you can live up to in the future., i  agree .  _ ,0.16252852231264114,0.33230990543961525
199,BLENDERBOT,I see . ,Yes,In this economy? .  Yes Interesting .  Yes the economy is booming right now. But at what cost? .  The stock market is doing very well. ... just like in my dream .  What is your dream? That's just what he/she/they would've said .  I hope it 's something that you can live up to in the future. I see . , _ ,0.0,0.15722894668579102
200,Leolani,Yes,Why? . ,his economy? .  Yes Interesting .  Yes the economy is booming right now. But at what cost? .  The stock market is doing very well. ... just like in my dream .  What is your dream? That's just what he/she/they would've said .  I hope it 's something that you can live up to in the future. I see .  Yes, true .  _ ,0.20569640894730887,0.30258137981096905
201,BLENDERBOT,Why? . ,Yes it was a long time ago,omy? .  Yes Interesting .  Yes the economy is booming right now. But at what cost? .  The stock market is doing very well. ... just like in my dream .  What is your dream? That's just what he/she/they would've said .  I hope it 's something that you can live up to in the future. I see .  Yes Why? . , and  it  was  a  long  time  ago ,0.7179332024284771,0.7328286788293293
202,Leolani,Yes it was a long time ago,Is this why fate brought us together? . ,Yes the economy is booming right now. But at what cost? .  The stock market is doing very well. ... just like in my dream .  What is your dream? That's just what he/she/they would've said .  I hope it 's something that you can live up to in the future. I see .  Yes Why? .  Yes it was a long time ago, is  that  how  you  brought  us  here .  _ ,0.2980048317048285,0.4458827492263582
203,BLENDERBOT,Is this why fate brought us together? . ,Yes it was a long time ago but I still remember it like it was yesterday., at what cost? .  The stock market is doing very well. ... just like in my dream .  What is your dream? That's just what he/she/they would've said .  I hope it 's something that you can live up to in the future. I see .  Yes Why? .  Yes it was a long time ago Is this why fate brought us together? . , yes  it  was  a  long  time  ago .  i  still  remember  it  like  it  was . ,0.813859193585813,0.8597923628985882
204,Leolani,Yes it was a long time ago but I still remember it like it was yesterday.,Wise words by wise men write wise deeds in wise pen . , dream .  What is your dream? That's just what he/she/they would've said .  I hope it 's something that you can live up to in the future. I see .  Yes Why? .  Yes it was a long time ago Is this why fate brought us together? .  Yes it was a long time ago but I still remember it like it was yesterday., wise  deeds .  wise  people .  wise  words  by  a  words .  _ ,0.18653932844217008,0.5077858292139493
205,BLENDERBOT,Wise words by wise men write wise deeds in wise pen . ,"Word wisdom comes from the Greek word "" wis "" which means knowledge.",hey would've said .  I hope it 's something that you can live up to in the future. I see .  Yes Why? .  Yes it was a long time ago Is this why fate brought us together? .  Yes it was a long time ago but I still remember it like it was yesterday. Wise words by wise men write wise deeds in wise pen . ," the  it  comes  from  the  root  word  ""  wisdom  ""  which  means  "" ",0.5632453606678889,0.6460469319270208
206,Leolani,"Word wisdom comes from the Greek word "" wis "" which means knowledge.",Wise words by wise men write wise deeds in wise pen . ,"n the future. I see .  Yes Why? .  Yes it was a long time ago Is this why fate brought us together? .  Yes it was a long time ago but I still remember it like it was yesterday. Wise words by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge.", wise  words  by  wise  men  write  wise  deeds  in  wise  pen .  _ ,0.8980534569575236,0.9184635923458979
207,BLENDERBOT,Wise words by wise men write wise deeds in wise pen . ,"Word wisdom comes from the Greek word "" wis "" which means knowledge.","me ago Is this why fate brought us together? .  Yes it was a long time ago but I still remember it like it was yesterday. Wise words by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. Wise words by wise men write wise deeds in wise pen . "," ""  wisdom  comes  from  the  Greek  word  ""  w  ""  which  means  knowledge ",0.7682068072832547,0.8618532207149726
208,Leolani,"Word wisdom comes from the Greek word "" wis "" which means knowledge.",That's just what he/she/they would've said . ,"e ago but I still remember it like it was yesterday. Wise words by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. Wise words by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge.", not  probably  what  i  always  thought .  _ ,0.21637764666229486,0.5424781553447247
209,BLENDERBOT,That's just what he/she/they would've said . ,That 's what I thought too,"erday. Wise words by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. Wise words by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. That's just what he/she/they would've said . ", that  s  what  i  thought . ,0.570168862119317,0.71584785481294
210,Leolani,That 's what I thought too,Is this why fate brought us together? . ,"en write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. Wise words by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. That's just what he/she/they would've said .  That 's what I thought too",.  that  how  god  brought  them  here \  _ ,0.08474992401897907,0.4312369715836313
211,BLENDERBOT,Is this why fate brought us together? . ,That 's what I thought too but I was wrong.,"isdom comes from the Greek word "" wis "" which means knowledge. Wise words by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. That's just what he/she/they would've said .  That 's what I thought too Is this why fate brought us together? . ", that  s  what  i  thought  too  but  i  was  wrong ,0.7284829914569855,0.8206819355487823
212,Leolani,That 's what I thought too but I was wrong.,and then the wolves came . ,"h means knowledge. Wise words by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. That's just what he/she/they would've said .  That 's what I thought too Is this why fate brought us together? .  That 's what I thought too but I was wrong.", and  then  the  prince  attacked .  _ ,0.42838033182280405,0.48491286486387253
213,BLENDERBOT,and then the wolves came . ,I felt so bad about it.,"s by wise men write wise deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. That's just what he/she/they would've said .  That 's what I thought too Is this why fate brought us together? .  That 's what I thought too but I was wrong. and then the wolves came . ", i  feel  really  bad  about  that ,0.47773459553718567,0.59611942867438
214,Leolani,I felt so bad about it.,Why? . ," deeds in wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. That's just what he/she/they would've said .  That 's what I thought too Is this why fate brought us together? .  That 's what I thought too but I was wrong. and then the wolves came .  I felt so bad about it.",lol .  _ ,0.19326594471931458,0.21802642941474915
215,BLENDERBOT,Why? . ,I do n't know.,"n wise pen .  Word wisdom comes from the Greek word "" wis "" which means knowledge. That's just what he/she/they would've said .  That 's what I thought too Is this why fate brought us together? .  That 's what I thought too but I was wrong. and then the wolves came .  I felt so bad about it. Why? . ", i  do  not  know ,0.49445681273937225,0.8878597319126129
